CNPJ,Loja,Segmento,GP,GN,Feirao,Comercial,Gestor,Estoque,Faixa_Estoque,Ultima_Atualizacao,Faixa_Atualizacao,Status_Pgto
54922001000112,GT VEICULOS ARAPIRFACA LTDA,Revenda Multimarcas,NE3 - PAULO AMERICO LEMOS DE SEIXAS FILHO,KRYSLAISA FONSECA FERRO,Feirão Pontual - 3 Feirões,Fernanda Souza,Fernanda Souza,10,Até 10,27/06/2026,61 a 90 dias,1 PARC ATRASO
54992662000114,RECH VEICULOS,Revenda Multimarcas,SC1 - ELIANE DA SILVEIRA,Diego de Moraes Subtil,Feirão Pontual - Feirão Setembro,Gabriel Pereira,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
55009739000156,Raniere veículos,RevendaCarro,NE3 - PAULO AMERICO LEMOS DE SEIXAS FILHO,KRYSLAISA FONSECA FERRO,FEIRÃO SETEMBRO - P,Fernanda Souza,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PAGA
55061680000145,Audace Selection,Revenda Multimarcas,SC2 - FABIANO HEIL DIAS,João Vitor Salvador dos Santos,Feirão Pontual - Feirão Setembro,Gabriel Pereira,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
55077034000176,Panther Motors Multimarcas LTDA,Revenda Multimarcas,MG1 - DOUGLAS HENRIQUE FERREIRA,Poliane Lopes de Souza Penido,Feirão Pontual - 3 Feirões,Ludmila Martins,Renan Winterink,17,Até 20,09/06/2026,61 a 90 dias,3 PARC ATRASO
55078871000110,ATM MOTOS LTDA,RevendaMoto,MG1 - DOUGLAS HENRIQUE FERREIRA,Thamara Resende Sousa,2 FEIROES - M,Ludmila Martins,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
55145085000198,SAULO FERREIRA COMÉRCIO DE VEÍCULOS LTDA,RevendaCarro,NE3 - PAULO AMERICO LEMOS DE SEIXAS FILHO,Danilo Prado Santos,FEIRÃO SETEMBRO - P,Fernanda Souza,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PAGA
55295252000187,Kohl Veiculos,Revenda Multimarcas,SC1 - ELIANE DA SILVEIRA,Everton Mateus Marczinski,Feirão Pontual - 3 Feirões,Gabriel Pereira,Renan Winterink,9,Até 10,20/07/2026,31 a 60 dias,PAGA
5531088000191,FABRICIO ZIMMERMANN,RevendaCarro,SC2 - FABIANO HEIL DIAS,JAILSON MORAES,FEIRÃO SETEMBRO - G,Gabriel Pereira,Renan Winterink,81,Até 100,31/08/2026,Até 15 dias,PAGA
55341505000101,Wm Autocar,RevendaCarro,RS1 - DAIANE DOS SANTOS CORREA,Maicon Augusto de castro,FEIRÃO SETEMBRO - M,Bruna de Paula,Renan Winterink,20,Até 20,28/08/2026,Até 15 dias,PAGA
55401281000186,RM MOTORS PREMIUM,RevendaCarro,CO1 - NADIA JAMAYARA CARDOSO PRIMO,Igor Gonçalves,FEIRÃO SETEMBRO - M,Tatiane Silva,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
55409945000153,ROYAL MOTORS,RevendaCarro,SPINT4 - VINICIUS THIAGO PINHEIRO DOS SANTOS,Rui de Almeida Oliveira,FEIRÃO SETEMBRO - P,Juliana Grande,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA
55437728000177,San Diego Multimarcas LTDA,Revenda Multimarcas,SPINT5 - EDILSON BERNAL MOLEIRO,Carolina Araujo de Paiva Franci,Feirão Pontual - 3 Feirões,Juliana Grande,Juliana Grande,23,Até 30,04/07/2026,31 a 60 dias,PAGA
55471848000190,Luiz Car Veiculos e Financiamentos LTDA,RevendaCarro,NE2 - TASSIA CAMILA GOMES DE OLIVEIRA,Luiz Gustavo Leite De Almeida,FEIRÃO SETEMBRO - P,Ruana Figueroa,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PAGA
55537489000127,IMPERIO DOS VEICULOS,Revenda Multimarcas,NE1 - FRANCISCA IVANISE CARVALHO FERNANDES,LIA RAQUEL FERNANDES CARDOZO,Feirão Pontual - 3 Feirões,Fernanda Souza,Fernanda Souza,7,Até 10,01/07/2026,61 a 90 dias,3 PARC ATRASO
55551883000110,Bnf Veiculos LTDA,Revenda Multimarcas,SC2 - FABIANO HEIL DIAS,Matheus Cuty,Feirão Pontual - Feirão Setembro,Gabriel Pereira,Renan Winterink,15,Até 20,30/08/2026,Até 15 dias,PAGA
55553623000183,Luciane pantoja Pinto,RevendaCarro,NO2 - LUIZ CLAUDIO DA PALMA DE ALMEIDA MAIA,Denise Rocha da Costa,FEIRÃO SETEMBRO - P,Fernanda Souza,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PAGA
55576595000110,MAGESTE COMERCIO DE VEICULOS LTDA,Revenda Multimarcas,MG1 - DOUGLAS HENRIQUE FERREIRA,Carolina jardim Rocha Araújo,Feirão Pontual - Feirão Setembro,Ludmila Martins,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
55626357000171,M7 automóveis,RevendaCarro,PR1 - DOUGLAS INÁCIO DA SILVA,Diego Jak Poczynek,FEIRÃO SETEMBRO - P,Lucynara Ochiai,Renan Winterink,0,Sem Estoque,,Nunca atualizou,AGUARDANDO_PAGAMENTO
55631464000198,JG Motors,Revenda Multimarcas,SC1 - ELIANE DA SILVEIRA,rafael soares pacheco,Feirão Pontual - 3 Feirões,Gabriel Pereira,Renan Winterink,9,Até 10,17/08/2026,Até 15 dias,PAGA
55645870000100,FABIANO AUTOMOVEIS LTDA,Revenda Multimarcas,MG1 - DOUGLAS HENRIQUE FERREIRA,EVERSON GARCIA VIEIRA,Feirão Pontual - 3 Feirões,Ludmila Martins,Renan Winterink,22,Até 30,27/07/2026,31 a 60 dias,2 PARC ATRASO
55657452000132,CARTECH VEICULOS,RevendaCarro,SC1 - ELIANE DA SILVEIRA,Evandro fernando Machado Marczinski,FEIRÃO SETEMBRO - M,Gabriel Pereira,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
55691377000126,PAGANI MOTORS LTDA,RevendaCarro,PR2 - MARIA INES ANTUNES,Rosangela Maria Moura Monteiro,FEIRÃO SETEMBRO - M,Lucynara Ochiai,Renan Winterink,21,Até 30,28/08/2026,Até 15 dias,PAGA
55757463000194,Auto R,RevendaCarro,SP8 - VAGO,Karina Pasquarelli Oliveira,FEIRÃO SETEMBRO - P,Juliana Grande,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA
55769009000153,VITORIOSO COMERCIO DE VEICULOS LTDA,RevendaCarro,SP5 - STEPHANIE REIS,Luciane Moreira Mancini,FEIRÃO SETEMBRO - G,Andre Souza,Luana Mota,13,Até 20,31/08/2026,Até 15 dias,PAGA
55780395000184,AD ASTRA MOTORS LTDA,RevendaCarro,SE1 - BRUNO NOGUEIRA MARTINS,RONALD VERONEZE AGUIAR,2 FEIROES - M,Ludmila Martins,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
55847885000150,CENTRALCAR VEICULOS LTDA,RevendaCarro,SC1 - ELIANE DA SILVEIRA,francielle cisenski,FEIRÃO SETEMBRO - M,Gabriel Pereira,Renan Winterink,2,Até 5,15/05/2026,Acima de 90 dias,PAGA
55853692000102,TF2 MOTORS,Revenda Multimarcas,CO1 - NADIA JAMAYARA CARDOSO PRIMO,ALDENEI PEREIRA DOS SANTOS DA SILVA,Feirão Pontual - Feirão Setembro,Tatiane Silva,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
55864805000175,AMIGAO VEICULOS,Revenda Multimarcas,SPINT4 - VINICIUS THIAGO PINHEIRO DOS SANTOS,Glauber Beloto,Feirão Pontual - 3 Feirões,Juliana Grande,Juliana Grande,19,Até 20,31/08/2026,Até 15 dias,PAGA
55865481000190,Marro Comércio e Negócios de Veículos Ltda,Revenda Multimarcas,SE1 - BRUNO NOGUEIRA MARTINS,Lucas Hungria Soares Silva,Feirão Pontual - Feirão Setembro,Ludmila Martins,Renan Winterink,13,Até 20,28/08/2026,Até 15 dias,PAGA
55960628000120,Multivel,Revenda Multimarcas,PR1 - DOUGLAS INÁCIO DA SILVA,Diego Jak Poczynek,Feirão Pontual - Feirão Setembro,Lucynara Ochiai,Renan Winterink,24,Até 30,29/08/2026,Até 15 dias,PAGA
56128098000111,RC AUTOS COMERCIO DE AUTOMOVEIS LTDA,RevendaCarro,NE1 - FRANCISCA IVANISE CARVALHO FERNANDES,EDGARD TAVARES DE SOUZA JUNIOR,FEIRÃO SETEMBRO - M,Fernanda Souza,Fernanda Souza,23,Até 30,14/08/2026,Até 30 dias,PAGA
56130083000198,STUDIOCAR LOJA DE VEICULOS LTDA,RevendaCarro,SP7 - FLAVIA DE FATIMA CORREA,Tábata Regina Pereira Lima,FEIRÃO SETEMBRO - P,Juliana Grande,Juliana Grande,0,Sem Estoque,19/07/2025,Acima de 90 dias,PAGA
56153878000111,M2 MULTIMARCAS LTDA,Revenda Multimarcas,SP4 - TIAGO FLORIANO OLIVEIRA,CAMILA MENDES SANTOS MOREIRA,Feirão Pontual - Feirão Setembro,Luana Marques,Juliana Grande,0,Sem Estoque,,Nunca atualizou,AGUARDANDO_PAGAMENTO
56298968000109,L M R COMERCIO DE VEICULOS LTDA,RevendaCarro,SPINT4 - VINICIUS THIAGO PINHEIRO DOS SANTOS,Helder Moreira Costa,FEIRÃO SETEMBRO - P,Juliana Grande,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA
56348158000101,JK MULTIMARCAS LTDA,RevendaCarro,MG1 - DOUGLAS HENRIQUE FERREIRA,Marcella Guimaraes Souza,FEIRÃO SETEMBRO - M,Ludmila Martins,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE
56433270000140,GW CAR LTDA,RevendaCarro,CO2 - THEONILO GONCALINO DE ALMEIDA,Nilson De Caldas Nascimento,FEIRÃO SETEMBRO - M,Tatiane Silva,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
56660165000144,PASUCH COMERCIO DE VEICULOS LTDA,Revenda Multimarcas,NO1 - MARCOS WILLIAM MAIA LEMES JUNIOR,MARCOS AZAMBUJA,Feirão Pontual - 3 Feirões,,,36,Até 50,31/08/2026,Até 15 dias,PAGA
5667545000170,REAL CAR,Revenda Multimarcas,NE2 - TASSIA CAMILA GOMES DE OLIVEIRA,eduardo ferreira chagas,Feirão Pontual - 3 Feirões,Ruana Figueroa,Fernanda Souza,2,Até 5,15/06/2026,61 a 90 dias,1 PARC ATRASO
56930319000170,Alfa Premium,Revenda Multimarcas,RS1 - DAIANE DOS SANTOS CORREA,Muriel Thais Engeroff Barcellos,Feirão Pontual - Feirão Setembro,Bruna de Paula,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
56933240000101,K MOTORS COMÉRCIO DE VEÍCULOS,RevendaCarro,SC1 - ELIANE DA SILVEIRA,Clicia Souza dos Santos,FEIRÃO SETEMBRO - M,Gabriel Pereira,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
57079740000182,NOVA CAR,Revenda Multimarcas,MG1 - DOUGLAS HENRIQUE FERREIRA,Wesley Paulo Gonçalves,Feirão Pontual - 2 Feirões,Ludmila Martins,Renan Winterink,27,Até 30,29/08/2026,Até 15 dias,PAGA
57094288000128,Victor Alexandre Felix P. Leite Ltda,Revenda Multimarcas,NE2 - TASSIA CAMILA GOMES DE OLIVEIRA,SHIRLLEY BLAIR SOUSA ARAUJO,Feirão Pontual - 3 Feirões,Ruana Figueroa,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PAGA
57114800000150,PEREIRA AUTOMOVEIS COMERCIO DE VEICULOS LTDA,RevendaCarro,SC1 - ELIANE DA SILVEIRA,francielle cisenski,FEIRÃO SETEMBRO - M,Gabriel Pereira,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
57137664000114,MISTERCARS MOTORS LTDA,RevendaCarro,NE3 - PAULO AMERICO LEMOS DE SEIXAS FILHO,Sidnei Miranda Sousa,FEIRÃO SETEMBRO - P,Fernanda Souza,Fernanda Souza,4,Até 5,30/08/2026,Até 15 dias,PAGA
57149483000108,MF AUTOMOVEIS,Revenda Multimarcas,SC1 - ELIANE DA SILVEIRA,DIEGO DE MORAES SUBTIL,Feirão Pontual - 2 Feirões,Gabriel Pereira,Renan Winterink,0,Sem Estoque,,Nunca atualizou,AGUARDANDO_PAGAMENTO
57167588000190,GIANE TREVISO SOBRINHO,RevendaCarro,SPINT4 - VINICIUS THIAGO PINHEIRO DOS SANTOS,Gabriel furlan,FEIRÃO SETEMBRO - M,Juliana Grande,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA
57230358000128,GF 7 VEICULOS LTDA,RevendaCarro,SP8 - VAGO,Bruno Bocaletti,FEIRÃO SETEMBRO - P,Juliana Grande,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA
57230921000168,IMPERIUM MOTORS LTDA,RevendaCarro,CO2 - THEONILO GONCALINO DE ALMEIDA,DHIULYA TORELLA,FEIRÃO SETEMBRO - P,Tatiane Silva,Renan Winterink,0,Sem Estoque,08/02/2025,Acima de 90 dias,PAGA
57260646000125,FB MOTORS PIRACICABA,Revenda Multimarcas,SPINT2 - MARCELO DE SOUSA CAETANO,Rogerio Andre Torello,Feirão Pontual - 3 Feirões,Juliana Grande,Juliana Grande,58,Até 100,31/08/2026,Até 15 dias,PAGA
57312545000150,LM Mottors Ltda,RevendaCarro,SP3 - EDWARD PEREZ CAMPOS,MARCOS ROBERTO OLIVEIRA DA SILVA,FEIRÃO SETEMBRO - M,Luana Marques,Juliana Grande,0,Sem Estoque,26/09/2025,Acima de 90 dias,PAGA
57340439000180,GPCAR VEICULOS LTDA,RevendaCarro,CO1 - NADIA JAMAYARA CARDOSO PRIMO,Loysa Renata Cordeiro de Souza,FEIRÃO SETEMBRO - M,Tatiane Silva,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
57413400000146,Auto Premium automóveis ltda,RevendaCarro,SP7 - FLAVIA DE FATIMA CORREA,Antônio alexandre Nogueira lazaro,FEIRÃO SETEMBRO - P,Juliana Grande,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA
57453648000130,APEXX MOTORS COMERCIO DE VEICULOS LTDA,Revenda Multimarcas,SC1 - ELIANE DA SILVEIRA,Fernanda Meinchein da Silva Pinheiro,Feirão Pontual - 2 Feirões,Gabriel Pereira,Renan Winterink,54,Até 100,31/08/2026,Até 15 dias,PAGA
57489442000160,Tramontin Automoveis Ltda,Revenda Multimarcas,SC1 - ELIANE DA SILVEIRA,Everton Mateus Marczinski,Feirão Pontual - 3 Feirões,Gabriel Pereira,Renan Winterink,39,Até 50,31/08/2026,Até 15 dias,1 PARC ATRASO
57541825000130,Raff Car Comercio de Veiculos Ltda,RevendaCarro,PR1 - DOUGLAS INÁCIO DA SILVA,Eduardo José Cheim Rodrigues,FEIRÃO SETEMBRO - M,Lucynara Ochiai,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
57598201000150,LUMA CARREIRO COMERCIO DE VEICULOS LTDA,RevendaCarro,SPINT2 - MARCELO DE SOUSA CAETANO,Fernanda Almeida,FEIRÃO SETEMBRO - P,Juliana Grande,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA
57602714000197,Auto Max,Revenda Multimarcas,NE1 - FRANCISCA IVANISE CARVALHO FERNANDES,Annalya karoline santos sampaio,Feirão Pontual - 3 Feirões,Fernanda Souza,Fernanda Souza,0,Sem Estoque,02/09/2024,Acima de 90 dias,PAGA
57629889000198,IC INVESTIMENTO COMPARTILHADO AUTOS LTDA,RevendaCarro,SP7 - FLAVIA DE FATIMA CORREA,Elisa Siqueira dos Santos,FEIRÃO SETEMBRO - M,Juliana Grande,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA
57681770000164,Dcar veículos,Revenda Multimarcas,NO1 - MARCOS WILLIAM MAIA LEMES JUNIOR,JOAO PEDRO DE BRITO SOUZA,Feirão Pontual - 3 Feirões,,,4,Até 5,03/06/2026,61 a 90 dias,PAGA
57689561000167,PLENITUDE COMERCIO DE AUTOMOVEIS E SERVICOS LTDA,Revenda Multimarcas,SP3 - EDWARD PEREZ CAMPOS,Plinio Viani Rangel de Farias,Feirão Pontual - Feirão Setembro,Luana Marques,Juliana Grande,0,Sem Estoque,27/06/2025,Acima de 90 dias,EM PROCESSAMENTO
57724780000130,YELLOW CAR COMERCIO DE AUTOMOVEIS LTDA,Revenda Multimarcas,CO2 - THEONILO GONCALINO DE ALMEIDA,Jefferson Clayton Lourenco,Feirão Pontual - 3 Feirões,Tatiane Silva,Renan Winterink,28,Até 30,14/07/2026,31 a 60 dias,PAGA
57752640000175,C P L MOTORS LTDA,Revenda Multimarcas,SP4 - TIAGO FLORIANO OLIVEIRA,Thabata Hernandes,Feirão Pontual - Feirão Setembro,Luana Marques,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA
57773938000161,HERIKO VEICULOS LTDA,RevendaCarro,NE2 - TASSIA CAMILA GOMES DE OLIVEIRA,Alison Kodi Hirata,FEIRÃO SETEMBRO - P,Ruana Figueroa,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PAGA
57800506000100,A L comércio de veículos ltda,RevendaCarro,SPINT3 - FABIO YOSHIKAZU TANIGUTI,Walberti Fabricio Baptista Peteneli,FEIRÃO SETEMBRO - P,Andre Souza,Luana Mota,0,Sem Estoque,,Nunca atualizou,PAGA
57801588000108,Uno e due Veiculos ltda,Revenda Multimarcas,MG1 - DOUGLAS HENRIQUE FERREIRA,Hygor Corsi Miranda,Feirão Pontual - Feirão Setembro,Ludmila Martins,Renan Winterink,0,Sem Estoque,,Nunca atualizou,AGUARDANDO_PAGAMENTO
57811435000133,M. F. DE LIMA LTDA,RevendaCarro,CO2 - THEONILO GONCALINO DE ALMEIDA,Jéssyka Nayara Santos Vieira,FEIRÃO SETEMBRO - P,Tatiane Silva,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
57841317000178,M3 AUTO PREMIUM COMERCIO DE VEICULOS LTDA,RevendaCarro,SP4 - TIAGO FLORIANO OLIVEIRA,ANA PAULA MAURICIO,FEIRÃO SETEMBRO - M,Luana Marques,Juliana Grande,9,Até 10,04/07/2026,31 a 60 dias,PAGA
57873586000116,JF VEICULOS LTDA,Revenda Multimarcas,SC1 - ELIANE DA SILVEIRA,VITOR DA CUNHA MALLMANN,Feirão Pontual - 3 Feirões,Gabriel Pereira,Renan Winterink,4,Até 5,07/05/2026,Acima de 90 dias,PAGA
57879554000128,Geo Automóveis,Revenda Multimarcas,SC1 - ELIANE DA SILVEIRA,Willian Chagas Haueisen,Feirão Pontual - 3 Feirões,Gabriel Pereira,Renan Winterink,37,Até 50,28/08/2026,Até 15 dias,PAGA
57880271000104,Gêmeos Car Multimarcas,RevendaCarro,SPINT5 - EDILSON BERNAL MOLEIRO,Carlos Alberto Rosa,FEIRÃO SETEMBRO - M,Juliana Grande,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA
57897249000169,RAMOS ADM E PARTICIPACAO LTDA,Revenda Multimarcas,SE1 - BRUNO NOGUEIRA MARTINS,RICARDO SILVA TELLES,Feirão Pontual - Feirão Setembro,Ludmila Martins,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
57904670000150,AUTO BRICK AUTOMOVEIS LTDA.,RevendaCarro,SC1 - ELIANE DA SILVEIRA,THIAGO PADILHA BITENCOURT,FEIRÃO SETEMBRO - M,Gabriel Pereira,Renan Winterink,67,Até 100,27/08/2026,Até 15 dias,PAGA
57937886000111,POTENCY CAR PRIME LTDA,RevendaCarro,NE1 - FRANCISCA IVANISE CARVALHO FERNANDES,Elania Santos de Oliveira,FEIRÃO SETEMBRO - G,Fernanda Souza,Fernanda Souza,89,Até 100,28/08/2026,Até 15 dias,PAGA
57957489000101,CARMAX COMERCIO DE VEICULOS LTDA,RevendaCarro,SC1 - ELIANE DA SILVEIRA,Vitor da cunha mallmann,FEIRÃO SETEMBRO - P,Gabriel Pereira,Renan Winterink,1,Até 5,10/08/2026,Até 30 dias,AGUARDANDO_PAGAMENTO
57972883000119,AUTO VALE MULTIMARCAS,Revenda Multimarcas,NO1 - MARCOS WILLIAM MAIA LEMES JUNIOR,GLEYDSON RODRIGUES RIBEIRO DE ALMEIDA,Feirão Pontual - Feirão Setembro,,,0,Sem Estoque,,Nunca atualizou,PAGA
58012594000130,ROTA 453 VEICULOS LTDA,Revenda Multimarcas,RS1 - DAIANE DOS SANTOS CORREA,Maicon Augusto de Castro,Feirão Pontual - 3 Feirões,Bruna de Paula,Renan Winterink,9,Até 10,26/05/2026,Acima de 90 dias,PAGA
58062970000100,RR autoaotors Ltda,RevendaCarro,SP3 - EDWARD PEREZ CAMPOS,Plinio Viani Rangel de Farias,FEIRÃO SETEMBRO - M,Luana Marques,Juliana Grande,0,Sem Estoque,01/06/2026,Acima de 90 dias,PENDENTE_ACEITE
58141109000129,AG MOTORS LTDA,RevendaCarro,PR2 - MARIA INES ANTUNES,Ruany de Aguiar Garcia Moço,FEIRÃO SETEMBRO - M,Lucynara Ochiai,Renan Winterink,45,Até 50,19/08/2026,Até 15 dias,PAGA
58155281000131,Oséias Oliveira Automóveis,RevendaCarro,SC2 - FABIANO HEIL DIAS,Alisson Diego Grochovski,FEIRÃO SETEMBRO - M,Gabriel Pereira,Renan Winterink,6,Até 10,15/05/2026,Acima de 90 dias,PENDENTE_ACEITE
58246963000150,LUIZA PORCEDA,ConcessionariaCarro,SPINT5 - EDILSON BERNAL MOLEIRO,Franciele Lopes,FEIRÃO SETEMBRO - P,Juliana Grande,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA
58282191000101,BARBOSA VEICULOS,Revenda Multimarcas,CO1 - NADIA JAMAYARA CARDOSO PRIMO,HUDSON DO NASCIMENTO SANTANA,Feirão Pontual - 3 Feirões,Tatiane Silva,Renan Winterink,22,Até 30,26/08/2026,Até 15 dias,PAGA
58332193000168,BLACK MOTORS PG,RevendaCarro,PR1 - DOUGLAS INÁCIO DA SILVA,MARYON MAYER,FEIRÃO SETEMBRO - M,Lucynara Ochiai,Renan Winterink,0,Sem Estoque,,Nunca atualizou,AGUARDANDO_PAGAMENTO
58343166000190,EDSON AUTOMOVEIS LTDA,RevendaCarro,SC1 - ELIANE DA SILVEIRA,Willian Haueisen,FEIRÃO SETEMBRO - M,Gabriel Pereira,Renan Winterink,5,Até 5,18/05/2026,Acima de 90 dias,PAGA
58439634000125,Garagem lagoa,Revenda Multimarcas,MG1 - DOUGLAS HENRIQUE FERREIRA,Cristiane Coelho challub Figueiredo,Feirão Pontual - Feirão Setembro,Ludmila Martins,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
58443506000155,PARIS VEICULOS,RevendaCarro,PR2 - MARIA INES ANTUNES,Lericia Cavalcanti Manoel,FEIRÃO SETEMBRO - P,Lucynara Ochiai,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
58460090000183,Visual Veículos,RevendaCarro,SPINT2 - MARCELO DE SOUSA CAETANO,Felipe Luiz Silva,FEIRÃO SETEMBRO - M,Juliana Grande,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA
58492262000109,DIAMOND VEICULOS LTDA,Revenda Multimarcas,MG1 - DOUGLAS HENRIQUE FERREIRA,Mariana Batista de Sousa,Feirão Pontual - Feirão Setembro,Ludmila Martins,Renan Winterink,79,Até 100,27/08/2026,Até 15 dias,PAGA
58522070000190,Izza Motors comércio de veículos multimarcas Ltda,Revenda Multimarcas,SP4 - TIAGO FLORIANO OLIVEIRA,Gregory Nicholas Philip Ribeiro da Rosa,Feirão Pontual - 3 Feirões,Luana Marques,Juliana Grande,0,Sem Estoque,05/08/2026,Até 30 dias,4 PARC ATRASO
5852222000156,NININHO VEICULOS E SERVICOS ADMINISTRATIVOS LTDA,RevendaCarro,SP3 - EDWARD PEREZ CAMPOS,HENRIQUE ALVES GOMES,FEIRÃO SETEMBRO - M,Luana Marques,Juliana Grande,0,Sem Estoque,20/03/2024,Acima de 90 dias,PAGA
58580200000140,J. SCHMIDT COMERCIO DE AUTOMOVEIS EIRELI,RevendaCarro,SP8 - VAGO,Karina Pasquarelli Oliveira,FEIRÃO SETEMBRO - P,Juliana Grande,Juliana Grande,0,Sem Estoque,22/10/2025,Acima de 90 dias,PAGA
58686749000114,PEDRO MULTIMARCAS 29,Revenda Multimarcas,NE2 - TASSIA CAMILA GOMES DE OLIVEIRA,Aline Saraiva,Feirão Pontual - 3 Feirões,Ruana Figueroa,Fernanda Souza,5,Até 5,28/07/2026,31 a 60 dias,PAGA
58694479000193,M.A COMERCIO VAREJISTA DE VEICULOS LTDA,RevendaCarro,CO1 - NADIA JAMAYARA CARDOSO PRIMO,ALDENEI PEREIRA DOS SANTOS DA SILVA,FEIRÃO SETEMBRO - P,Tatiane Silva,Renan Winterink,0,Sem Estoque,,Nunca atualizou,PAGA
58917686000160,PSP Automotive,Revenda Multimarcas,SP5 - STEPHANIE REIS,Marcos Vinicius Mellare,Feirão Pontual - 3 Feirões,Andre Souza,Luana Mota,15,Até 20,27/08/2026,Até 15 dias,PAGA
58935306000110,Gemeos Car comercio e locação de veiculos,Revenda Multimarcas,NE3 - PAULO AMERICO LEMOS DE SEIXAS FILHO,Elisangela Silva Gomes,Feirão Pontual - Feirão Setembro,Fernanda Souza,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PAGA
58940828000100,J REIS COMERCIO DE VEICULOS LTDA,RevendaCarro,NO2 - LUIZ CLAUDIO DA PALMA DE ALMEIDA MAIA,RENATA LOPES,FEIRÃO SETEMBRO - P,Fernanda Souza,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PAGA
59023639000135,Play car veículos ltda,RevendaCarro,SP5 - STEPHANIE REIS,Valéria costa,FEIRÃO SETEMBRO - M,Andre Souza,Luana Mota,0,Sem Estoque,02/06/2026,61 a 90 dias,PAGA
5904062000141,VR NATIVA VEICULOS LTDA,RevendaCarro,SPINT1 - CHRISTIANE LOPES,PAMELA CARRASCO,FEIRÃO SETEMBRO - G,Juliana Grande,Juliana Grande,195,Acima 101,31/08/2026,Até 15 dias,PAGA
59085083000101,M R L MOTA,RevendaCarro,NO2 - LUIZ CLAUDIO DA PALMA DE ALMEIDA MAIA,VANESSA CARVALHO SOARES,FEIRÃO SETEMBRO - P,Fernanda Souza,Fernanda Souza,23,Até 30,27/08/2026,Até 15 dias,PAGA
59134402000121,AWP motors multimarcas,RevendaCarro,SPINT5 - EDILSON BERNAL MOLEIRO,Marcelo Fabiano Derato de Souza,FEIRÃO SETEMBRO - P,Juliana Grande,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA
59150670000137,PASSINI VEICULOS LTDA,Revenda Multimarcas,MG1 - DOUGLAS HENRIQUE FERREIRA,WESLEY PAULO GONCALVES,Feirão Pontual - 3 Feirões,Ludmila Martins,Renan Winterink,26,Até 30,25/08/2026,Até 15 dias,PAGA
59187889000100,Zion Multimarcas,RevendaCarro,SPINT4 - VINICIUS THIAGO PINHEIRO DOS SANTOS,Rosilene Morais Alves Campos,FEIRÃO SETEMBRO - P,Juliana Grande,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA
59191914000120,ALBINO MOTORS LTDA,RevendaCarro,SC1 - ELIANE DA SILVEIRA,jefferson soares da silva monteiro,FEIRÃO SETEMBRO - P,Gabriel Pereira,Renan Winterink,0,Sem Estoque,22/05/2025,Acima de 90 dias,PAGA
59195969000108,Car prime ltda,RevendaCarro,NE3 - PAULO AMERICO LEMOS DE SEIXAS FILHO,Sergio Ricardo Parisio Santos,FEIRÃO SETEMBRO - P,Fernanda Souza,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PAGA
