CNPJ,Loja,Segmento,GN,Feirao,Comercial,Estoque,Faixa_Estoque,Ultima_Atualizacao,Faixa_Atualizacao,Status_Pgto,Tem_Credencial,Contato_Wpp,Contato_Email
55145085000198,SAULO FERREIRA COMÉRCIO DE VEÍCULOS LTDA,RevendaCarro,Danilo Prado Santos,FEIRÃO SETEMBRO - P,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
55295252000187,Kohl Veiculos,Revenda Multimarcas,Everton Mateus Marczinski,Feirão Pontual - 3 Feirões,Gabriel Pereira,9,Até 10,20/07/2026,31 a 60 dias,PAGA,Sim,Sim,Sim
5531088000191,FABRICIO ZIMMERMANN,RevendaCarro,JAILSON MORAES,FEIRÃO SETEMBRO - G,Gabriel Pereira,81,Até 100,31/08/2026,Até 15 dias,PAGA,Não,Não,Não
55341505000101,Wm Autocar,RevendaCarro,Maicon Augusto de castro,FEIRÃO SETEMBRO - M,Bruna de Paula,20,Até 20,28/08/2026,Até 15 dias,PAGA,Sim,Não,Não
55401281000186,RM MOTORS PREMIUM,RevendaCarro,Igor Gonçalves,FEIRÃO SETEMBRO - M,Tatiane Silva,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Sim,Sim
55409945000153,ROYAL MOTORS,RevendaCarro,Rui de Almeida Oliveira,FEIRÃO SETEMBRO - P,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Não,Não
55437728000177,San Diego Multimarcas LTDA,Revenda Multimarcas,Carolina Araujo de Paiva Franci,Feirão Pontual - 3 Feirões,Juliana Grande,23,Até 30,04/07/2026,31 a 60 dias,PAGA,Sim,Sim,Sim
55471848000190,Luiz Car Veiculos e Financiamentos LTDA,RevendaCarro,Luiz Gustavo Leite De Almeida,FEIRÃO SETEMBRO - P,Ruana Figueroa,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
55537489000127,IMPERIO DOS VEICULOS,Revenda Multimarcas,LIA RAQUEL FERNANDES CARDOZO,Feirão Pontual - 3 Feirões,Fernanda Souza,7,Até 10,01/07/2026,61 a 90 dias,3 PARC ATRASO,Sim,Não,Não
55551883000110,Bnf Veiculos LTDA,Revenda Multimarcas,Matheus Cuty,Feirão Pontual - Feirão Setembro,Gabriel Pereira,15,Até 20,30/08/2026,Até 15 dias,PAGA,Sim,Não,Não
55553623000183,Luciane pantoja Pinto,RevendaCarro,Denise Rocha da Costa,FEIRÃO SETEMBRO - P,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Não,Não
55576595000110,MAGESTE COMERCIO DE VEICULOS LTDA,Revenda Multimarcas,Carolina jardim Rocha Araújo,Feirão Pontual - Feirão Setembro,Ludmila Martins,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
55626357000171,M7 automóveis,RevendaCarro,Diego Jak Poczynek,FEIRÃO SETEMBRO - P,Lucynara Ochiai,0,Sem Estoque,,Nunca atualizou,AGUARDANDO_PAGAMENTO,Não,Não,Não
55631464000198,JG Motors,Revenda Multimarcas,rafael soares pacheco,Feirão Pontual - 3 Feirões,Gabriel Pereira,9,Até 10,17/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
55645870000100,FABIANO AUTOMOVEIS LTDA,Revenda Multimarcas,EVERSON GARCIA VIEIRA,Feirão Pontual - 3 Feirões,Ludmila Martins,22,Até 30,27/07/2026,31 a 60 dias,2 PARC ATRASO,Sim,Não,Não
55657452000132,CARTECH VEICULOS,RevendaCarro,Evandro fernando Machado Marczinski,FEIRÃO SETEMBRO - M,Gabriel Pereira,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
55691377000126,PAGANI MOTORS LTDA,RevendaCarro,Rosangela Maria Moura Monteiro,FEIRÃO SETEMBRO - M,Lucynara Ochiai,21,Até 30,28/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
55757463000194,Auto R,RevendaCarro,Karina Pasquarelli Oliveira,FEIRÃO SETEMBRO - P,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Sim,Sim
55769009000153,VITORIOSO COMERCIO DE VEICULOS LTDA,RevendaCarro,Luciane Moreira Mancini,FEIRÃO SETEMBRO - G,Andre Souza,13,Até 20,31/08/2026,Até 15 dias,PAGA,Não,Não,Não
55780395000184,AD ASTRA MOTORS LTDA,RevendaCarro,RONALD VERONEZE AGUIAR,2 FEIROES - M,Ludmila Martins,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Não,Não
55847885000150,CENTRALCAR VEICULOS LTDA,RevendaCarro,francielle cisenski,FEIRÃO SETEMBRO - M,Gabriel Pereira,2,Até 5,15/05/2026,Acima de 90 dias,PAGA,Sim,Não,Não
55853692000102,TF2 MOTORS,Revenda Multimarcas,ALDENEI PEREIRA DOS SANTOS DA SILVA,Feirão Pontual - Feirão Setembro,Tatiane Silva,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
55864805000175,AMIGAO VEICULOS,Revenda Multimarcas,Glauber Beloto,Feirão Pontual - 3 Feirões,Juliana Grande,19,Até 20,31/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
55865481000190,Marro Comércio e Negócios de Veículos Ltda,Revenda Multimarcas,Lucas Hungria Soares Silva,Feirão Pontual - Feirão Setembro,Ludmila Martins,13,Até 20,28/08/2026,Até 15 dias,PAGA,Sim,Não,Não
55960628000120,Multivel,Revenda Multimarcas,Diego Jak Poczynek,Feirão Pontual - Feirão Setembro,Lucynara Ochiai,24,Até 30,29/08/2026,Até 15 dias,PAGA,Sim,Não,Não
56128098000111,RC AUTOS COMERCIO DE AUTOMOVEIS LTDA,RevendaCarro,EDGARD TAVARES DE SOUZA JUNIOR,FEIRÃO SETEMBRO - M,Fernanda Souza,23,Até 30,14/08/2026,Até 30 dias,PAGA,Não,Não,Não
56130083000198,STUDIOCAR LOJA DE VEICULOS LTDA,RevendaCarro,Tábata Regina Pereira Lima,FEIRÃO SETEMBRO - P,Juliana Grande,0,Sem Estoque,19/07/2025,Acima de 90 dias,PAGA,Não,Sim,Sim
56153878000111,M2 MULTIMARCAS LTDA,Revenda Multimarcas,CAMILA MENDES SANTOS MOREIRA,Feirão Pontual - Feirão Setembro,Luana Marques,0,Sem Estoque,,Nunca atualizou,AGUARDANDO_PAGAMENTO,Sim,Não,Não
56298968000109,L M R COMERCIO DE VEICULOS LTDA,RevendaCarro,Helder Moreira Costa,FEIRÃO SETEMBRO - P,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Não,Não
56348158000101,JK MULTIMARCAS LTDA,RevendaCarro,Marcella Guimaraes Souza,FEIRÃO SETEMBRO - M,Ludmila Martins,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE,Não,Não,Não
56433270000140,GW CAR LTDA,RevendaCarro,Nilson De Caldas Nascimento,FEIRÃO SETEMBRO - M,Tatiane Silva,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
56660165000144,PASUCH COMERCIO DE VEICULOS LTDA,Revenda Multimarcas,MARCOS AZAMBUJA,Feirão Pontual - 3 Feirões,,36,Até 50,31/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
5667545000170,REAL CAR,Revenda Multimarcas,eduardo ferreira chagas,Feirão Pontual - 3 Feirões,Ruana Figueroa,2,Até 5,15/06/2026,61 a 90 dias,1 PARC ATRASO,Sim,Sim,Sim
56930319000170,Alfa Premium,Revenda Multimarcas,Muriel Thais Engeroff Barcellos,Feirão Pontual - Feirão Setembro,Bruna de Paula,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
56933240000101,K MOTORS COMÉRCIO DE VEÍCULOS,RevendaCarro,Clicia Souza dos Santos,FEIRÃO SETEMBRO - M,Gabriel Pereira,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Sim,Sim
57079740000182,NOVA CAR,Revenda Multimarcas,Wesley Paulo Gonçalves,Feirão Pontual - 2 Feirões,Ludmila Martins,27,Até 30,29/08/2026,Até 15 dias,PAGA,Sim,Não,Não
57094288000128,Victor Alexandre Felix P. Leite Ltda,Revenda Multimarcas,SHIRLLEY BLAIR SOUSA ARAUJO,Feirão Pontual - 3 Feirões,Ruana Figueroa,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Sim,Sim
57114800000150,PEREIRA AUTOMOVEIS COMERCIO DE VEICULOS LTDA,RevendaCarro,francielle cisenski,FEIRÃO SETEMBRO - M,Gabriel Pereira,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
57137664000114,MISTERCARS MOTORS LTDA,RevendaCarro,Sidnei Miranda Sousa,FEIRÃO SETEMBRO - P,Fernanda Souza,4,Até 5,30/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
57149483000108,MF AUTOMOVEIS,Revenda Multimarcas,DIEGO DE MORAES SUBTIL,Feirão Pontual - 2 Feirões,Gabriel Pereira,0,Sem Estoque,,Nunca atualizou,AGUARDANDO_PAGAMENTO,Sim,Não,Não
57167588000190,GIANE TREVISO SOBRINHO,RevendaCarro,Gabriel furlan,FEIRÃO SETEMBRO - M,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Sim,Sim
57230358000128,GF 7 VEICULOS LTDA,RevendaCarro,Bruno Bocaletti,FEIRÃO SETEMBRO - P,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Não,Não
57230921000168,IMPERIUM MOTORS LTDA,RevendaCarro,DHIULYA TORELLA,FEIRÃO SETEMBRO - P,Tatiane Silva,0,Sem Estoque,08/02/2025,Acima de 90 dias,PAGA,Sim,Não,Não
57260646000125,FB MOTORS PIRACICABA,Revenda Multimarcas,Rogerio Andre Torello,Feirão Pontual - 3 Feirões,Juliana Grande,58,Até 100,31/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
57312545000150,LM Mottors Ltda,RevendaCarro,MARCOS ROBERTO OLIVEIRA DA SILVA,FEIRÃO SETEMBRO - M,Luana Marques,0,Sem Estoque,26/09/2025,Acima de 90 dias,PAGA,Não,Não,Não
57340439000180,GPCAR VEICULOS LTDA,RevendaCarro,Loysa Renata Cordeiro de Souza,FEIRÃO SETEMBRO - M,Tatiane Silva,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Sim,Sim
57413400000146,Auto Premium automóveis ltda,RevendaCarro,Antônio alexandre Nogueira lazaro,FEIRÃO SETEMBRO - P,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Sim,Sim
57453648000130,APEXX MOTORS COMERCIO DE VEICULOS LTDA,Revenda Multimarcas,Fernanda Meinchein da Silva Pinheiro,Feirão Pontual - 2 Feirões,Gabriel Pereira,54,Até 100,31/08/2026,Até 15 dias,PAGA,Sim,Não,Não
57489442000160,Tramontin Automoveis Ltda,Revenda Multimarcas,Everton Mateus Marczinski,Feirão Pontual - 3 Feirões,Gabriel Pereira,39,Até 50,31/08/2026,Até 15 dias,1 PARC ATRASO,Sim,Sim,Sim
57541825000130,Raff Car Comercio de Veiculos Ltda,RevendaCarro,Eduardo José Cheim Rodrigues,FEIRÃO SETEMBRO - M,Lucynara Ochiai,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Não,Não
57598201000150,LUMA CARREIRO COMERCIO DE VEICULOS LTDA,RevendaCarro,Fernanda Almeida,FEIRÃO SETEMBRO - P,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Não,Não
57602714000197,Auto Max,Revenda Multimarcas,Annalya karoline santos sampaio,Feirão Pontual - 3 Feirões,Fernanda Souza,0,Sem Estoque,02/09/2024,Acima de 90 dias,PAGA,Sim,Sim,Sim
57629889000198,IC INVESTIMENTO COMPARTILHADO AUTOS LTDA,RevendaCarro,Elisa Siqueira dos Santos,FEIRÃO SETEMBRO - M,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
57681770000164,Dcar veículos,Revenda Multimarcas,JOAO PEDRO DE BRITO SOUZA,Feirão Pontual - 3 Feirões,,4,Até 5,03/06/2026,61 a 90 dias,PAGA,Sim,Sim,Sim
57689561000167,PLENITUDE COMERCIO DE AUTOMOVEIS E SERVICOS LTDA,Revenda Multimarcas,Plinio Viani Rangel de Farias,Feirão Pontual - Feirão Setembro,Luana Marques,0,Sem Estoque,27/06/2025,Acima de 90 dias,EM PROCESSAMENTO,Sim,Não,Não
57724780000130,YELLOW CAR COMERCIO DE AUTOMOVEIS LTDA,Revenda Multimarcas,Jefferson Clayton Lourenco,Feirão Pontual - 3 Feirões,Tatiane Silva,28,Até 30,14/07/2026,31 a 60 dias,PAGA,Sim,Sim,Sim
57752640000175,C P L MOTORS LTDA,Revenda Multimarcas,Thabata Hernandes,Feirão Pontual - Feirão Setembro,Luana Marques,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
57773938000161,HERIKO VEICULOS LTDA,RevendaCarro,Alison Kodi Hirata,FEIRÃO SETEMBRO - P,Ruana Figueroa,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
57800506000100,A L comércio de veículos ltda,RevendaCarro,Walberti Fabricio Baptista Peteneli,FEIRÃO SETEMBRO - P,Andre Souza,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Sim,Sim
57801588000108,Uno e due Veiculos ltda,Revenda Multimarcas,Hygor Corsi Miranda,Feirão Pontual - Feirão Setembro,Ludmila Martins,0,Sem Estoque,,Nunca atualizou,AGUARDANDO_PAGAMENTO,Sim,Não,Não
57811435000133,M. F. DE LIMA LTDA,RevendaCarro,Jéssyka Nayara Santos Vieira,FEIRÃO SETEMBRO - P,Tatiane Silva,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Não,Não
57841317000178,M3 AUTO PREMIUM COMERCIO DE VEICULOS LTDA,RevendaCarro,ANA PAULA MAURICIO,FEIRÃO SETEMBRO - M,Luana Marques,9,Até 10,04/07/2026,31 a 60 dias,PAGA,Não,Não,Não
57873586000116,JF VEICULOS LTDA,Revenda Multimarcas,VITOR DA CUNHA MALLMANN,Feirão Pontual - 3 Feirões,Gabriel Pereira,4,Até 5,07/05/2026,Acima de 90 dias,PAGA,Sim,Sim,Sim
57879554000128,Geo Automóveis,Revenda Multimarcas,Willian Chagas Haueisen,Feirão Pontual - 3 Feirões,Gabriel Pereira,37,Até 50,28/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
57880271000104,Gêmeos Car Multimarcas,RevendaCarro,Carlos Alberto Rosa,FEIRÃO SETEMBRO - M,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
57897249000169,RAMOS ADM E PARTICIPACAO LTDA,Revenda Multimarcas,RICARDO SILVA TELLES,Feirão Pontual - Feirão Setembro,Ludmila Martins,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
57904670000150,AUTO BRICK AUTOMOVEIS LTDA.,RevendaCarro,THIAGO PADILHA BITENCOURT,FEIRÃO SETEMBRO - M,Gabriel Pereira,67,Até 100,27/08/2026,Até 15 dias,PAGA,Não,Sim,Sim
57937886000111,POTENCY CAR PRIME LTDA,RevendaCarro,Elania Santos de Oliveira,FEIRÃO SETEMBRO - G,Fernanda Souza,89,Até 100,28/08/2026,Até 15 dias,PAGA,Sim,Não,Não
57957489000101,CARMAX COMERCIO DE VEICULOS LTDA,RevendaCarro,Vitor da cunha mallmann,FEIRÃO SETEMBRO - P,Gabriel Pereira,1,Até 5,10/08/2026,Até 30 dias,AGUARDANDO_PAGAMENTO,Sim,Sim,Sim
57972883000119,AUTO VALE MULTIMARCAS,Revenda Multimarcas,GLEYDSON RODRIGUES RIBEIRO DE ALMEIDA,Feirão Pontual - Feirão Setembro,,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
58012594000130,ROTA 453 VEICULOS LTDA,Revenda Multimarcas,Maicon Augusto de Castro,Feirão Pontual - 3 Feirões,Bruna de Paula,9,Até 10,26/05/2026,Acima de 90 dias,PAGA,Sim,Sim,Sim
58062970000100,RR autoaotors Ltda,RevendaCarro,Plinio Viani Rangel de Farias,FEIRÃO SETEMBRO - M,Luana Marques,0,Sem Estoque,01/06/2026,Acima de 90 dias,PENDENTE_ACEITE,Sim,Não,Não
58141109000129,AG MOTORS LTDA,RevendaCarro,Ruany de Aguiar Garcia Moço,FEIRÃO SETEMBRO - M,Lucynara Ochiai,45,Até 50,19/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
58155281000131,Oséias Oliveira Automóveis,RevendaCarro,Alisson Diego Grochovski,FEIRÃO SETEMBRO - M,Gabriel Pereira,6,Até 10,15/05/2026,Acima de 90 dias,PENDENTE_ACEITE,Não,Sim,Sim
58246963000150,LUIZA PORCEDA,ConcessionariaCarro,Franciele Lopes,FEIRÃO SETEMBRO - P,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Não,Não
58282191000101,BARBOSA VEICULOS,Revenda Multimarcas,HUDSON DO NASCIMENTO SANTANA,Feirão Pontual - 3 Feirões,Tatiane Silva,22,Até 30,26/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
58332193000168,BLACK MOTORS PG,RevendaCarro,MARYON MAYER,FEIRÃO SETEMBRO - M,Lucynara Ochiai,0,Sem Estoque,,Nunca atualizou,AGUARDANDO_PAGAMENTO,Não,Não,Não
58343166000190,EDSON AUTOMOVEIS LTDA,RevendaCarro,Willian Haueisen,FEIRÃO SETEMBRO - M,Gabriel Pereira,5,Até 5,18/05/2026,Acima de 90 dias,PAGA,Sim,Não,Não
58439634000125,Garagem lagoa,Revenda Multimarcas,Cristiane Coelho challub Figueiredo,Feirão Pontual - Feirão Setembro,Ludmila Martins,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
58443506000155,PARIS VEICULOS,RevendaCarro,Lericia Cavalcanti Manoel,FEIRÃO SETEMBRO - P,Lucynara Ochiai,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
58460090000183,Visual Veículos,RevendaCarro,Felipe Luiz Silva,FEIRÃO SETEMBRO - M,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
58492262000109,DIAMOND VEICULOS LTDA,Revenda Multimarcas,Mariana Batista de Sousa,Feirão Pontual - Feirão Setembro,Ludmila Martins,79,Até 100,27/08/2026,Até 15 dias,PAGA,Sim,Não,Não
58522070000190,Izza Motors comércio de veículos multimarcas Ltda,Revenda Multimarcas,Gregory Nicholas Philip Ribeiro da Rosa,Feirão Pontual - 3 Feirões,Luana Marques,0,Sem Estoque,05/08/2026,Até 30 dias,4 PARC ATRASO,Não,Não,Não
5852222000156,NININHO VEICULOS E SERVICOS ADMINISTRATIVOS LTDA,RevendaCarro,HENRIQUE ALVES GOMES,FEIRÃO SETEMBRO - M,Luana Marques,0,Sem Estoque,20/03/2024,Acima de 90 dias,PAGA,Sim,Não,Não
58580200000140,J. SCHMIDT COMERCIO DE AUTOMOVEIS EIRELI,RevendaCarro,Karina Pasquarelli Oliveira,FEIRÃO SETEMBRO - P,Juliana Grande,0,Sem Estoque,22/10/2025,Acima de 90 dias,PAGA,Não,Não,Não
58686749000114,PEDRO MULTIMARCAS 29,Revenda Multimarcas,Aline Saraiva,Feirão Pontual - 3 Feirões,Ruana Figueroa,5,Até 5,28/07/2026,31 a 60 dias,PAGA,Sim,Sim,Sim
58694479000193,M.A COMERCIO VAREJISTA DE VEICULOS LTDA,RevendaCarro,ALDENEI PEREIRA DOS SANTOS DA SILVA,FEIRÃO SETEMBRO - P,Tatiane Silva,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Não,Não
58917686000160,PSP Automotive,Revenda Multimarcas,Marcos Vinicius Mellare,Feirão Pontual - 3 Feirões,Andre Souza,15,Até 20,27/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
58935306000110,Gemeos Car comercio e locação de veiculos,Revenda Multimarcas,Elisangela Silva Gomes,Feirão Pontual - Feirão Setembro,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
58940828000100,J REIS COMERCIO DE VEICULOS LTDA,RevendaCarro,RENATA LOPES,FEIRÃO SETEMBRO - P,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Sim,Sim
59023639000135,Play car veículos ltda,RevendaCarro,Valéria costa,FEIRÃO SETEMBRO - M,Andre Souza,0,Sem Estoque,02/06/2026,61 a 90 dias,PAGA,Sim,Não,Não
5904062000141,VR NATIVA VEICULOS LTDA,RevendaCarro,PAMELA CARRASCO,FEIRÃO SETEMBRO - G,Juliana Grande,195,Acima 101,31/08/2026,Até 15 dias,PAGA,Sim,Não,Não
59085083000101,M R L MOTA,RevendaCarro,VANESSA CARVALHO SOARES,FEIRÃO SETEMBRO - P,Fernanda Souza,23,Até 30,27/08/2026,Até 15 dias,PAGA,Não,Não,Não
59134402000121,AWP motors multimarcas,RevendaCarro,Marcelo Fabiano Derato de Souza,FEIRÃO SETEMBRO - P,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
59150670000137,PASSINI VEICULOS LTDA,Revenda Multimarcas,WESLEY PAULO GONCALVES,Feirão Pontual - 3 Feirões,Ludmila Martins,26,Até 30,25/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
59187889000100,Zion Multimarcas,RevendaCarro,Rosilene Morais Alves Campos,FEIRÃO SETEMBRO - P,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
59191914000120,ALBINO MOTORS LTDA,RevendaCarro,jefferson soares da silva monteiro,FEIRÃO SETEMBRO - P,Gabriel Pereira,0,Sem Estoque,22/05/2025,Acima de 90 dias,PAGA,Não,Não,Não
59195969000108,Car prime ltda,RevendaCarro,Sergio Ricardo Parisio Santos,FEIRÃO SETEMBRO - P,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
59267349000137,M3 Autos,RevendaCarro,Henrique Fernandez Beltrão,FEIRÃO SETEMBRO - M,Lucynara Ochiai,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Não,Não
59282524000165,MOTOCAR,Concessionária,RODRIGO AUGUSTO HARTMANN NUNES,Feirão Pontual - 3 Feirões,Lucynara Ochiai,15,Até 20,27/08/2026,Até 15 dias,1 PARC ATRASO,Sim,Sim,Sim
59286798000122,Aw Comercio de Veiculos,RevendaCarro,Matheus Cuty,FEIRÃO SETEMBRO - P,Gabriel Pereira,0,Sem Estoque,,Nunca atualizou,AGUARDANDO_PAGAMENTO,Não,Não,Não
59355786000102,Pelicano Auto Car Ltda,Revenda Multimarcas,Janine aparecida Sales Araujo,Feirão Pontual - 3 Feirões,Fernanda Souza,37,Até 50,25/08/2026,Até 15 dias,AGUARDANDO_PAGAMENTO,Sim,Não,Não
59430491000153,GDR MOTORS,RevendaCarro,KARINA PASQUARELLI,FEIRÃO SETEMBRO - M,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
59472436000126,TMCAR,Revenda Multimarcas,THIAGO ROMERO SOARES Dantas,Feirão Pontual - 3 Feirões,Ruana Figueroa,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Sim,Sim
59497540000175,Bill Veiculos Ltda - ME,RevendaCarro,RENATA LOPES,FEIRÃO SETEMBRO - P,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Sim,Sim
59558978000116,smart motos ltda - smart motos,RevendaMoto,luiza mendonça de la higuera puig,FEIRÃO SETEMBRO - P,Tatiane Silva,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Não,Não
59574692000124,CALDIERARO MOTORS,Revenda Multimarcas,Adriana Alles,Feirão Pontual - 2 Feirões,Bruna de Paula,36,Até 50,27/08/2026,Até 15 dias,PAGA,Sim,Não,Não
59646276000194,1961 AUTOS & LOGISTICAS LTDA,RevendaCarro,Annie Lima Ximenes,FEIRÃO SETEMBRO - P,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
59747418000100,Lucineia de Fátima sponton cazzoli vendramini,RevendaCarro,Bruno Eduardo de Oliveira,FEIRÃO SETEMBRO - P,Andre Souza,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Não,Não
59771389000111,ANDRECAR VEICULOS LTDA,Concessionária,CARLOS ROBERTO MACHADO LA ROCCA,Feirão Pontual - Feirão Setembro,Bruna de Paula,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
59782845000129,UNIAUTO,RevendaCarro,RENAN FELIPE DE OLIVEIRA CHIARI,FEIRÃO SETEMBRO - P,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
5980758000157,POINT CAR AUTOMOVEIS,RevendaCarro,Juliana Vanin Macedo,FEIRÃO SETEMBRO - M,Bruna de Paula,7,Até 10,19/05/2026,Acima de 90 dias,PAGA,Não,Não,Não
59826580000113,Yellow car multimarcas,Revenda Multimarcas,Eduardo Felipe Faria,Feirão Pontual - Feirão Setembro,Luana Marques,201,Acima 101,29/08/2026,Até 15 dias,PAGA,Sim,Não,Não
59855364000104,JACARE VEICULOS,RevendaCarro,Hericles Adriano Ribeiro da Silva,FEIRÃO SETEMBRO - M,Ludmila Martins,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Não,Não
59863384000119,GG veículos,Revenda Multimarcas,Gláucio luiz,Feirão Pontual - Feirão Setembro,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,EM PROCESSAMENTO,Sim,Não,Não
59934012000136,MONTEIRO VEICULOS LTDA,Revenda Multimarcas,keila rosecler bispo matos,Feirão Pontual - 3 Feirões,Tatiane Silva,0,Sem Estoque,29/01/2026,Acima de 90 dias,4 PARC ATRASO,Não,Sim,Sim
59962656000138,Major veiculos spe ltda,RevendaCarro,Cinthya Wallenska Castro Cunha de Moura,FEIRÃO SETEMBRO - P,Ruana Figueroa,0,Sem Estoque,03/12/2025,Acima de 90 dias,PAGA,Não,Não,Não
59994835000157,MARANATA VEICULOS Contagem,Revenda Multimarcas,Poliane Lopes de Souza Penido,Feirão Pontual - 3 Feirões,Ludmila Martins,20,Até 20,31/08/2026,Até 15 dias,1 PARC ATRASO,Sim,Sim,Sim
60039911000154,AUTOLIDER MULTIMARCAS LTDA,RevendaCarro,LUCIANA PEREIRA,FEIRÃO SETEMBRO - M,Gabriel Pereira,0,Sem Estoque,,Nunca atualizou,AGUARDANDO_PAGAMENTO,Não,Não,Não
60054250000136,Auto K veículos,RevendaCarro,Renan Rodrigues dos Santos Ribas,FEIRÃO SETEMBRO - P,Lucynara Ochiai,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
60122303000109,Sobral Motors,RevendaCarro,vinicius rosi garcia thereza,FEIRÃO SETEMBRO - P,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Não,Não
60184185000163,COELHO VEICULOS LTDA - COELHO VEICULOS,RevendaCarro,ANTONIO MARCOS DA SILVA NOBREGA,FEIRÃO SETEMBRO - P,Ruana Figueroa,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
60228064000176,HR VEICULOS LTDA,RevendaCarro,EDUARDO MACIEL,FEIRÃO SETEMBRO - M,Andre Souza,9,Até 10,11/06/2026,61 a 90 dias,PAGA,Sim,Não,Não
60287908000150,AUTOSHOW  MULTIMARCAS LTDA,Revenda Multimarcas,Renata Marinho Lopes,Feirão Pontual - 3 Feirões,Fernanda Souza,3,Até 5,06/05/2026,Acima de 90 dias,PAGA,Sim,Sim,Sim
60293810000105,VALLECAR,Revenda Multimarcas,Alison Kodi Hirata,Feirão Pontual - 3 Feirões,Ruana Figueroa,1,Até 5,05/06/2026,61 a 90 dias,PAGA,Sim,Sim,Sim
